startDateTime,endDateTime,windSpeedMean,windSpeedMinimum,windSpeedMaximum,windSpeedVariance,windSpeedNumPts,windSpeedExpUncert,windSpeedStdErMean,windSpeedFinalQF,windDirMean,windDirVariance,windDirNumPts,windDirExpUncert,windDirStdErMean,windDirFinalQF
"2020-07-01T00:00:00Z","2020-07-01T00:02:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:02:00Z","2020-07-01T00:04:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:04:00Z","2020-07-01T00:06:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:06:00Z","2020-07-01T00:08:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:08:00Z","2020-07-01T00:10:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:10:00Z","2020-07-01T00:12:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:12:00Z","2020-07-01T00:14:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:14:00Z","2020-07-01T00:16:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:16:00Z","2020-07-01T00:18:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:18:00Z","2020-07-01T00:20:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:20:00Z","2020-07-01T00:22:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:22:00Z","2020-07-01T00:24:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:24:00Z","2020-07-01T00:26:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:26:00Z","2020-07-01T00:28:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:28:00Z","2020-07-01T00:30:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:30:00Z","2020-07-01T00:32:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:32:00Z","2020-07-01T00:34:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:34:00Z","2020-07-01T00:36:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:36:00Z","2020-07-01T00:38:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:38:00Z","2020-07-01T00:40:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:40:00Z","2020-07-01T00:42:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:42:00Z","2020-07-01T00:44:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:44:00Z","2020-07-01T00:46:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:46:00Z","2020-07-01T00:48:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:48:00Z","2020-07-01T00:50:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:50:00Z","2020-07-01T00:52:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:52:00Z","2020-07-01T00:54:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:54:00Z","2020-07-01T00:56:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:56:00Z","2020-07-01T00:58:00Z",,,,,,,,1,,,,,,1
"2020-07-01T00:58:00Z","2020-07-01T01:00:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:00:00Z","2020-07-01T01:02:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:02:00Z","2020-07-01T01:04:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:04:00Z","2020-07-01T01:06:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:06:00Z","2020-07-01T01:08:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:08:00Z","2020-07-01T01:10:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:10:00Z","2020-07-01T01:12:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:12:00Z","2020-07-01T01:14:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:14:00Z","2020-07-01T01:16:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:16:00Z","2020-07-01T01:18:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:18:00Z","2020-07-01T01:20:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:20:00Z","2020-07-01T01:22:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:22:00Z","2020-07-01T01:24:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:24:00Z","2020-07-01T01:26:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:26:00Z","2020-07-01T01:28:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:28:00Z","2020-07-01T01:30:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:30:00Z","2020-07-01T01:32:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:32:00Z","2020-07-01T01:34:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:34:00Z","2020-07-01T01:36:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:36:00Z","2020-07-01T01:38:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:38:00Z","2020-07-01T01:40:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:40:00Z","2020-07-01T01:42:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:42:00Z","2020-07-01T01:44:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:44:00Z","2020-07-01T01:46:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:46:00Z","2020-07-01T01:48:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:48:00Z","2020-07-01T01:50:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:50:00Z","2020-07-01T01:52:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:52:00Z","2020-07-01T01:54:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:54:00Z","2020-07-01T01:56:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:56:00Z","2020-07-01T01:58:00Z",,,,,,,,1,,,,,,1
"2020-07-01T01:58:00Z","2020-07-01T02:00:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:00:00Z","2020-07-01T02:02:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:02:00Z","2020-07-01T02:04:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:04:00Z","2020-07-01T02:06:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:06:00Z","2020-07-01T02:08:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:08:00Z","2020-07-01T02:10:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:10:00Z","2020-07-01T02:12:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:12:00Z","2020-07-01T02:14:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:14:00Z","2020-07-01T02:16:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:16:00Z","2020-07-01T02:18:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:18:00Z","2020-07-01T02:20:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:20:00Z","2020-07-01T02:22:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:22:00Z","2020-07-01T02:24:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:24:00Z","2020-07-01T02:26:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:26:00Z","2020-07-01T02:28:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:28:00Z","2020-07-01T02:30:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:30:00Z","2020-07-01T02:32:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:32:00Z","2020-07-01T02:34:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:34:00Z","2020-07-01T02:36:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:36:00Z","2020-07-01T02:38:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:38:00Z","2020-07-01T02:40:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:40:00Z","2020-07-01T02:42:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:42:00Z","2020-07-01T02:44:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:44:00Z","2020-07-01T02:46:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:46:00Z","2020-07-01T02:48:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:48:00Z","2020-07-01T02:50:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:50:00Z","2020-07-01T02:52:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:52:00Z","2020-07-01T02:54:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:54:00Z","2020-07-01T02:56:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:56:00Z","2020-07-01T02:58:00Z",,,,,,,,1,,,,,,1
"2020-07-01T02:58:00Z","2020-07-01T03:00:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:00:00Z","2020-07-01T03:02:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:02:00Z","2020-07-01T03:04:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:04:00Z","2020-07-01T03:06:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:06:00Z","2020-07-01T03:08:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:08:00Z","2020-07-01T03:10:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:10:00Z","2020-07-01T03:12:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:12:00Z","2020-07-01T03:14:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:14:00Z","2020-07-01T03:16:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:16:00Z","2020-07-01T03:18:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:18:00Z","2020-07-01T03:20:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:20:00Z","2020-07-01T03:22:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:22:00Z","2020-07-01T03:24:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:24:00Z","2020-07-01T03:26:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:26:00Z","2020-07-01T03:28:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:28:00Z","2020-07-01T03:30:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:30:00Z","2020-07-01T03:32:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:32:00Z","2020-07-01T03:34:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:34:00Z","2020-07-01T03:36:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:36:00Z","2020-07-01T03:38:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:38:00Z","2020-07-01T03:40:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:40:00Z","2020-07-01T03:42:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:42:00Z","2020-07-01T03:44:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:44:00Z","2020-07-01T03:46:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:46:00Z","2020-07-01T03:48:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:48:00Z","2020-07-01T03:50:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:50:00Z","2020-07-01T03:52:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:52:00Z","2020-07-01T03:54:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:54:00Z","2020-07-01T03:56:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:56:00Z","2020-07-01T03:58:00Z",,,,,,,,1,,,,,,1
"2020-07-01T03:58:00Z","2020-07-01T04:00:00Z",,,,,,,,1,,,,,,1
